epoch,accuracy,loss,val_accuracy,val_loss
0,0.8824333548545837,0.39411625266075134,0.9384999871253967,0.21457688510417938
1,0.945900022983551,0.18808475136756897,0.951200008392334,0.1691751927137375
2,0.956516683101654,0.15138684213161469,0.9570000171661377,0.15733644366264343
3,0.9623833298683167,0.13309426605701447,0.9596999883651733,0.13979871571063995
